#CONTIGS	SOURCE_GENOME	LENGTH	COVERAGE	ANNOT	GUT_GENOME000866	GUT_GENOME016058	GUT_GENOME025370	GUT_GENOME033606	GUT_GENOME036663	GUT_GENOME046547	GUT_GENOME047285	GUT_GENOME082911	GUT_GENOME099474	GUT_GENOME122658	GUT_GENOME123622	GUT_GENOME124217	GUT_GENOME125986	GUT_GENOME152745	GUT_GENOME154792	GUT_GENOME156087	GUT_GENOME189823	GUT_GENOME227639	GUT_GENOME231089	GUT_GENOME249529	GUT_GENOME252784	GUT_GENOME278258	KIJ_genome_14221	KIJ_genome_23957	KIJ_genome_4392
GUT_GENOME025370_87	GUT_GENOME025370	4613	76.0	not_shared	O	X	O	O	O	O	O	X	O	O	O	O	O	O	O	X	X	O	X	O	O	X	O	O	O
GUT_GENOME025370_88	GUT_GENOME025370	4491	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME025370_89	GUT_GENOME025370	4245	28.000000000000004	not_shared	X	X	O	X	X	X	X	O	O	O	X	O	X	X	X	O	X	X	X	X	O	X	X	X	X
GUT_GENOME025370_9	GUT_GENOME025370	53547	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME025370_90	GUT_GENOME025370	3558	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME025370_91	GUT_GENOME025370	3209	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME025370_92	GUT_GENOME025370	2947	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME000866_71	GUT_GENOME000866	941	16.0	not_shared	O	X	X	X	X	X	O	X	X	O	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X
GUT_GENOME025370_93	GUT_GENOME025370	2937	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME025370_94	GUT_GENOME025370	2916	20.0	not_shared	X	X	O	X	X	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	O	X	O	X	O
GUT_GENOME025370_95	GUT_GENOME025370	2735	72.0	not_shared	O	X	O	O	O	O	O	X	X	O	O	O	O	O	O	X	X	O	X	O	O	X	O	O	O
GUT_GENOME025370_96	GUT_GENOME025370	2611	80.0	shared_but_short	O	X	O	O	O	O	O	O	X	O	O	X	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME025370_97	GUT_GENOME025370	2581	76.0	not_shared	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	X	X	X
GUT_GENOME025370_98	GUT_GENOME025370	2274	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME025370_99	GUT_GENOME025370	1531	80.0	shared_but_short	O	X	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	X	O	O	X	O	O	O
GUT_GENOME033606_1	GUT_GENOME033606	66727	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_10	GUT_GENOME033606	33666	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_100	GUT_GENOME033606	7519	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_101	GUT_GENOME033606	7464	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME033606_102	GUT_GENOME033606	7382	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_103	GUT_GENOME033606	7308	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_104	GUT_GENOME033606	7196	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME000866_47	GUT_GENOME000866	8681	60.0	not_shared	O	X	X	O	X	X	X	O	X	O	X	O	X	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME033606_105	GUT_GENOME033606	7128	68.0	not_shared	O	X	X	O	X	O	X	O	X	O	X	O	O	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME000866_53	GUT_GENOME000866	5696	68.0	not_shared	O	X	X	O	X	O	X	O	X	O	X	O	O	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME033606_106	GUT_GENOME033606	7111	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME033606_107	GUT_GENOME033606	7064	28.000000000000004	not_shared	X	X	X	O	O	O	X	X	X	O	X	X	X	O	X	X	X	O	X	O	X	X	X	X	X
GUT_GENOME033606_108	GUT_GENOME033606	7047	44.0	not_shared	X	X	O	O	O	O	O	X	X	X	O	O	O	X	O	X	X	X	X	X	O	O	X	X	X
GUT_GENOME033606_109	GUT_GENOME033606	6882	92.0	core	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME033606_11	GUT_GENOME033606	32980	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_110	GUT_GENOME033606	6881	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME033606_111	GUT_GENOME033606	6548	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_112	GUT_GENOME033606	6519	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_113	GUT_GENOME033606	6298	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME033606_114	GUT_GENOME033606	6261	36.0	not_shared	O	X	O	O	X	X	O	X	O	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	X
GUT_GENOME033606_115	GUT_GENOME033606	6234	80.0	core	O	X	O	O	O	O	O	O	O	X	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME033606_116	GUT_GENOME033606	5966	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_117	GUT_GENOME033606	5727	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_118	GUT_GENOME033606	5530	64.0	not_shared	O	X	X	O	O	O	O	O	O	O	X	O	O	O	X	X	X	O	X	O	X	X	O	O	O
GUT_GENOME033606_119	GUT_GENOME033606	5525	56.00000000000001	not_shared	X	X	O	O	O	O	O	X	O	X	O	O	O	X	X	O	X	X	O	X	O	X	O	X	O
GUT_GENOME033606_12	GUT_GENOME033606	32184	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_120	GUT_GENOME033606	5448	36.0	not_shared	X	X	X	O	X	X	X	X	X	X	X	O	X	O	O	O	X	O	X	X	X	X	O	O	O
GUT_GENOME033606_121	GUT_GENOME033606	5368	76.0	not_shared	O	O	O	O	O	O	O	O	X	O	O	X	O	X	O	O	X	X	O	O	O	X	O	O	O
GUT_GENOME033606_122	GUT_GENOME033606	5279	84.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME033606_123	GUT_GENOME033606	5087	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME033606_124	GUT_GENOME033606	4956	64.0	not_shared	O	X	X	O	X	X	X	O	X	O	X	O	O	O	O	O	X	O	O	O	X	O	O	O	O
GUT_GENOME033606_125	GUT_GENOME033606	4888	80.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	X	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_126	GUT_GENOME033606	4815	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_127	GUT_GENOME033606	4761	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_128	GUT_GENOME033606	4716	64.0	not_shared	O	X	X	O	O	O	O	X	X	O	O	O	X	O	O	O	X	O	O	O	X	X	O	X	O
GUT_GENOME033606_13	GUT_GENOME033606	31894	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_130	GUT_GENOME033606	4515	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_131	GUT_GENOME033606	4502	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_132	GUT_GENOME033606	4429	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME033606_133	GUT_GENOME033606	4398	60.0	not_shared	O	X	X	O	O	O	O	O	O	O	O	O	X	O	X	O	X	O	X	X	X	X	O	X	O
GUT_GENOME033606_134	GUT_GENOME033606	4392	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME033606_135	GUT_GENOME033606	4336	36.0	not_shared	X	X	X	O	X	X	X	X	X	X	X	O	X	O	O	O	X	O	X	X	X	X	O	O	O
GUT_GENOME033606_136	GUT_GENOME033606	4289	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_137	GUT_GENOME033606	4227	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_138	GUT_GENOME033606	4207	68.0	not_shared	O	X	X	O	O	O	O	O	O	X	O	O	X	X	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME033606_14	GUT_GENOME033606	29348	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_140	GUT_GENOME033606	3899	84.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME033606_141	GUT_GENOME033606	3830	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_142	GUT_GENOME033606	3806	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_143	GUT_GENOME033606	3777	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_144	GUT_GENOME033606	3675	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_145	GUT_GENOME033606	3666	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_146	GUT_GENOME033606	3642	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME000866_42	GUT_GENOME000866	9739	80.0	core	O	X	X	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_147	GUT_GENOME033606	3604	80.0	shared_but_short	O	X	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_149	GUT_GENOME033606	3512	12.0	not_shared	X	X	O	O	X	X	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X	X	X
GUT_GENOME033606_15	GUT_GENOME033606	29328	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_150	GUT_GENOME033606	3505	28.000000000000004	not_shared	X	X	X	O	X	O	X	X	X	X	X	X	X	X	O	X	X	O	O	X	X	X	O	X	O
GUT_GENOME033606_151	GUT_GENOME033606	3413	96.0	shared_but_short	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_153	GUT_GENOME033606	3405	84.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	X	O
GUT_GENOME033606_154	GUT_GENOME033606	3404	12.0	not_shared	X	X	X	O	O	X	X	X	X	X	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X
GUT_GENOME033606_157	GUT_GENOME033606	3215	32.0	not_shared	O	X	X	O	X	O	O	X	O	X	O	X	X	O	X	O	X	X	X	X	X	X	X	X	X
GUT_GENOME033606_158	GUT_GENOME033606	3210	72.0	not_shared	O	X	X	O	O	O	O	O	O	O	O	O	O	O	X	X	X	O	O	O	X	X	O	O	O
GUT_GENOME033606_159	GUT_GENOME033606	3169	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_16	GUT_GENOME033606	28652	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_160	GUT_GENOME033606	3164	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_161	GUT_GENOME033606	3120	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_162	GUT_GENOME033606	3107	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_163	GUT_GENOME033606	3104	64.0	not_shared	O	X	X	O	O	X	O	O	X	O	O	O	O	O	O	O	X	X	O	O	X	X	O	X	O
GUT_GENOME033606_164	GUT_GENOME033606	3061	96.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_165	GUT_GENOME033606	3019	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_166	GUT_GENOME033606	3018	28.000000000000004	not_shared	O	X	X	O	X	X	O	X	X	O	X	X	X	X	O	X	X	X	O	O	X	X	X	X	X
GUT_GENOME033606_167	GUT_GENOME033606	3015	64.0	not_shared	O	X	X	O	X	O	O	X	O	O	O	O	X	O	O	O	X	O	O	O	X	X	O	X	O
GUT_GENOME033606_168	GUT_GENOME033606	2978	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_169	GUT_GENOME033606	2916	88.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_17	GUT_GENOME033606	28615	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_170	GUT_GENOME033606	2855	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_171	GUT_GENOME033606	2831	64.0	not_shared	O	X	O	O	O	X	O	O	O	O	O	O	O	O	X	O	X	X	O	O	O	X	X	X	X
GUT_GENOME033606_172	GUT_GENOME033606	2809	40.0	not_shared	O	X	X	O	O	O	O	X	O	X	O	O	X	X	X	O	X	X	X	O	X	X	X	X	X
GUT_GENOME033606_173	GUT_GENOME033606	2804	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_174	GUT_GENOME033606	2786	64.0	not_shared	X	X	O	O	X	O	O	O	O	O	O	O	X	O	O	O	X	O	O	X	O	X	X	O	X
GUT_GENOME033606_175	GUT_GENOME033606	2718	80.0	shared_but_short	O	X	O	O	O	O	O	O	X	O	O	X	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_176	GUT_GENOME033606	2717	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_177	GUT_GENOME033606	2651	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_178	GUT_GENOME033606	2624	60.0	not_shared	O	X	X	O	X	X	O	X	O	O	O	O	X	X	O	O	X	O	X	O	O	O	O	X	O
GUT_GENOME033606_179	GUT_GENOME033606	2602	68.0	not_shared	O	X	X	O	O	X	O	X	X	O	O	O	O	X	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_18	GUT_GENOME033606	28156	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME000866_32	GUT_GENOME000866	18881	84.0	core	O	X	X	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_180	GUT_GENOME033606	2595	76.0	not_shared	O	X	X	O	O	O	O	X	X	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_181	GUT_GENOME033606	2535	12.0	not_shared	X	X	X	O	X	X	X	O	X	X	X	X	X	X	X	O	X	X	X	X	X	X	X	X	X
GUT_GENOME033606_182	GUT_GENOME033606	2501	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_183	GUT_GENOME033606	2438	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_184	GUT_GENOME033606	2195	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_185	GUT_GENOME033606	2144	84.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_186	GUT_GENOME033606	2121	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_187	GUT_GENOME033606	2105	100.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_188	GUT_GENOME033606	2063	28.000000000000004	not_shared	O	X	X	O	X	X	O	X	X	O	X	X	X	X	O	X	X	X	O	O	X	X	X	X	X
GUT_GENOME033606_189	GUT_GENOME033606	2040	96.0	shared_but_short	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME033606_19	GUT_GENOME033606	27146	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_190	GUT_GENOME033606	2004	96.0	shared_but_short	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_2	GUT_GENOME033606	55403	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_20	GUT_GENOME033606	27061	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_21	GUT_GENOME033606	26923	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_22	GUT_GENOME033606	25887	92.0	core	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME033606_23	GUT_GENOME033606	25300	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_24	GUT_GENOME033606	24597	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_25	GUT_GENOME033606	24585	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_26	GUT_GENOME033606	22994	76.0	not_shared	O	X	X	O	O	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	X	X	O	O	O
GUT_GENOME033606_27	GUT_GENOME033606	21307	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME000866_60	GUT_GENOME000866	2664	4.0	not_shared	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
GUT_GENOME033606_28	GUT_GENOME033606	21051	48.0	not_shared	O	X	X	O	O	X	X	O	X	O	O	X	O	X	X	X	X	O	X	X	O	X	O	O	O
GUT_GENOME033606_29	GUT_GENOME033606	20957	96.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_3	GUT_GENOME033606	51275	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_30	GUT_GENOME033606	20753	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_31	GUT_GENOME033606	17537	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_32	GUT_GENOME033606	17393	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_33	GUT_GENOME033606	17052	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_34	GUT_GENOME033606	16806	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_35	GUT_GENOME033606	16446	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_36	GUT_GENOME033606	16377	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_37	GUT_GENOME033606	16259	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_38	GUT_GENOME033606	15778	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_39	GUT_GENOME033606	15269	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_4	GUT_GENOME033606	47118	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_40	GUT_GENOME033606	15029	52.0	not_shared	O	X	X	O	O	X	O	O	X	X	O	X	X	O	O	X	X	O	X	O	O	X	O	X	O
GUT_GENOME033606_41	GUT_GENOME033606	14156	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_42	GUT_GENOME033606	13994	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_43	GUT_GENOME033606	13793	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_44	GUT_GENOME033606	12906	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_45	GUT_GENOME033606	12885	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_46	GUT_GENOME033606	12826	92.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O
GUT_GENOME033606_47	GUT_GENOME033606	12638	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_48	GUT_GENOME033606	12546	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_49	GUT_GENOME033606	12113	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME033606_5	GUT_GENOME033606	46827	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_50	GUT_GENOME033606	11928	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_51	GUT_GENOME033606	11901	80.0	core	O	X	O	O	O	O	O	X	O	O	X	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_52	GUT_GENOME033606	11796	56.00000000000001	not_shared	O	X	O	O	O	X	O	X	X	O	X	O	O	X	O	X	X	O	X	O	O	X	O	X	O
GUT_GENOME033606_53	GUT_GENOME033606	11763	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
GUT_GENOME033606_54	GUT_GENOME033606	11757	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_55	GUT_GENOME033606	11545	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O
GUT_GENOME033606_56	GUT_GENOME033606	11495	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
GUT_GENOME033606_57	GUT_GENOME033606	11399	96.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O
GUT_GENOME033606_58	GUT_GENOME033606	11213	88.0	core	O	X	O	O	O	O	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
GUT_GENOME033606_59	GUT_GENOME033606	11039	100.0	core	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
